Область,Індекс та номер дороги,Код КОАТУУ області,Довжина (протяжність) дороги (км),Найменування дороги,Найменша ширина земляного полотна (м),"Територіальний статус (обласна, районна)"
Тернопільська,С200817,6100000000,5.8,Купчинці-Драгоманівка   ,10.0,районна
Тернопільська,С200818,6100000000,2.2,Держдорога М-12 - Плоске  ,8.0,районна
Тернопільська,С200819,6100000000,1.2,Городище-Млинці  ,8.0,районна
Тернопільська,С200820,6100000000,1.0,(Городище-Зарваниця-Бучач)-Дворище     ,8.0,районна
Тернопільська,С200821,6100000000,5.0,Конюхи-Залісся  ,10.0,районна
Тернопільська,С200902,6100000000,5.2,Лідихів-(Острог-Радивилів),6.0,районна
Тернопільська,С200903,6100000000,2.8,Великі Бережці-(Острог-Радивилів) ,8.0,районна
Тернопільська,С200904,6100000000,18.5,Крижі-Іква  ,8.0,районна
Тернопільська,С200905,6100000000,15.7,(Острог-Радивилів)-Будки-Града ,7.0,районна
Тернопільська,С200906,6100000000,17.2,Савчинці-Дунаїв-Попівці-Рудка  ,6.0,районна
Тернопільська,С200907,6100000000,20.1,Почаїв-Старий Тараж-Ридомиль-Млинівці  ,6.0,районна
Тернопільська,С200908,6100000000,2.1,Жолоби-(Кременець-Дунаїв),7.0,районна
Тернопільська,С200909,6100000000,6.0,Колосова-Держдорога М-19,8.0,районна
Тернопільська,С200910,6100000000,6.2,(Кременець-Козин)-Сапанів,7.0,районна
Тернопільська,С200911,6100000000,4.6,(Почаїв-Зборів)-Розтоки ,6.0,районна
Тернопільська,С200912,6100000000,5.7,Новий Олексинець-Башуки-Старий Олексинець ,6.5,районна
Тернопільська,С200913,6100000000,4.0,Волиця-Велика Горянка-Мала Горянка      ,5.5,районна
Тернопільська,С200914,6100000000,1.4,(Острог-Радивилів)-Чугалі,7.0,районна
Тернопільська,С200915,6100000000,2.8,Кременець-Підлісці  ,8.0,районна
Тернопільська,С200916,6100000000,3.5,Крутнів-(Почаїв-Зборів)  ,8.0,районна
Тернопільська,С200917,6100000000,6.0,Духів-Горинка   ,7.0,районна
Тернопільська,С200918,6100000000,2.4,Хотівка-(Кременець-Козин),6.0,районна
Тернопільська,С200919,6100000000,2.6,(Вишнівець-Новий Олексинець)-Івання         ,5.0,районна
Тернопільська,С200920,6100000000,4.6,Града-Мисики  ,5.0,районна
Тернопільська,С200921,6100000000,5.6,Держдорога М-19-Великі Млинівці  ,6.0,районна
Тернопільська,С200922,6100000000,4.4,(Дунаїв-Попівці)-Весела  ,5.0,районна
Тернопільська,С200923,6100000000,4.4,Великі Млинівці-Підлісці ,8.0,районна
Тернопільська,С200924,6100000000,4.2,Комарин-Старий Тараж  ,5.0,районна
Тернопільська,С200925,6100000000,8.4,Горинка-Підгайці  ,8.0,районна
Тернопільська,С200926,6100000000,5.9,Лосятин-Борщівка  ,5.0,районна
Тернопільська,С200927,6100000000,1.3,Держдорога М-19-Андруга ,8.0,районна
Тернопільська,С200928,6100000000,3.0,Раславка-(Почаїв-Зборів),4.5,районна
Тернопільська,С200929,6100000000,2.3,(Вишнівець-Новий Олексинець)-Бакоти    ,6.0,районна
Тернопільська,С200930,6100000000,1.8,Підлісне-(Кременець-Біла Церква-Ржищів),6.0,районна
Тернопільська,С200931,6100000000,0.5,Зеблази-(Острог-Радивилів),5.0,районна
Тернопільська,С200932,6100000000,1.1,(Острог-Радивилів)-Затишшя,5.0,районна
Тернопільська,С200933,6100000000,4.1,Катеринівка-Іванківці  ,5.0,районна
Тернопільська,С200934,6100000000,3.4,Веселівка-Білокриниця  ,6.6,районна
Тернопільська,С200935,6100000000,2.7,(Острог-Радивилів)-Старий Почаїв ,5.0,районна
Тернопільська,С200936,6100000000,2.7,(Острог-Радивилів)-Вільшанка,5.0,районна
Тернопільська,С201001,6100000000,12.1,(Ланівці-Теофіполь)-Москалівка   ,8.0,районна
Тернопільська,С201003,6100000000,5.2,((Ланівці- Теофіполь)-Москалівка)-Молотків     ,7.0,районна
Тернопільська,С201004,6100000000,2.3,((Ланівці-Теофіполь)-Москалівка)-Гриньки  ,12.0,районна
Тернопільська,С201005,6100000000,12.5,Ланівці-Р-32  ,6.0,районна
Тернопільська,С201006,6100000000,7.8,Бережанка- Вишгородок  ,10.0,районна
Тернопільська,С201007,6100000000,13.7,Держдорога Р-43-Вербовець через Шили  ,10.0,районна
Тернопільська,С201008,6100000000,3.6,Держдорога Р-43 -Верещаки ,10.0,районна
Тернопільська,С201009,6100000000,16.9,Ланівці-Вишгородок ч/з Печірну  ,5.0,районна
Тернопільська,С201010,6100000000,18.0,Снігурівка- Вишгородок  ,6.5,районна
Тернопільська,С201011,6100000000,13.7,Ланівці-Білозірка ч/з Оришківці,7.0,районна
Тернопільська,С201013,6100000000,14.4,Держдорога Р-43 - Вербовець ч/з Мартишківці,9.0,районна
Тернопільська,С201014,6100000000,4.2,Мала Білка-Влащинці   ,8.0,районна
Тернопільська,С201015,6100000000,1.2,(Вишнівець-Ланівці)-Великі Куськівці      ,10.0,районна
Тернопільська,С201017,6100000000,1.7,(Вишнівець-Ланівці)-Передмірка,10.0,районна
Тернопільська,С201018,6100000000,3.8,Держдорога Р-43 - Буглів  ,10.0,районна
Тернопільська,С201019,6100000000,3.8,Москалівка-Плиска   ,7.0,районна
Тернопільська,С201020,6100000000,3.4,Борсуки-Синівці  ,8.0,районна
Тернопільська,С201021,6100000000,6.5,Грибова-Козачки ,7.0,районна
Тернопільська,С201022,6100000000,1.7,Загірці-Михайлівка  ,10.0,районна
Тернопільська,С201023,6100000000,7.8,Ланівці-Нападівка через Малі Куськівці      ,7.0,районна
Тернопільська,С201024,6100000000,1.5,(Ланівці-Вижгородок)-Коростова ,10.0,районна
Тернопільська,С201025,6100000000,3.8,Лопушне-Пахиня ,7.0,районна
Тернопільська,С201026,6100000000,1.4,Ланівці-(Ланівці-Теофіполь) ,11.0,районна
Тернопільська,С201027,6100000000,1.1,Снігурівка-Мала Снігурівка  ,10.0,районна
Тернопільська,С201028,6100000000,1.8,Люлинці-Плиска  ,10.0,районна
Тернопільська,С201102,6100000000,20.0,Криниця-Маріямпіль   ,7.0,районна
Тернопільська,С201103,6100000000,6.3,Яргорів-Задарів    ,6.0,районна
Тернопільська,С201105,6100000000,8.0,Монастириська-Велеснів   ,10.0,районна
Тернопільська,С201106,6100000000,8.1,Коропець-Горигляди ,8.0,районна
Тернопільська,С201107,6100000000,10.0,(Бучач-Нижнів)-Лядське ,10.0,районна
Тернопільська,С201108,6100000000,9.0,Держдорога Н-18 - Лядське,8.0,районна
Тернопільська,С201109,6100000000,7.2,(Бучач-Нижнів)-Горигляди ,5.5,районна
Тернопільська,С201110,6100000000,11.3,Ковалівка-Олеша   ,5.5,районна
Тернопільська,С201111,6100000000,4.0,Держдорога Н-18 - Гончарівка,6.0,районна
Тернопільська,С201112,6100000000,4.5,Григорів-Чехів  ,6.0,районна
Тернопільська,С201113,6100000000,3.0,Держдорога Н-18 - Бертники,7.0,районна
Тернопільська,С201114,6100000000,1.6,(Бучач –Нижнів)-Садове  ,7.0,районна
Тернопільська,С201115,6100000000,1.7,Велеснів-Залісся  ,10.0,районна
Тернопільська,С201116,6100000000,5.8,(Криниця-Маріямпіль)-Устя-Зелене   ,8.0,районна
Тернопільська,С201117,6100000000,2.3,Лядське-Бобрівники  ,10.0,районна
Тернопільська,С201118,6100000000,4.0,Устя-Зелене-Діброва   ,7.0,районна
Тернопільська,С201119,6100000000,1.5,(Криниця-Маріямпіль)-Красіїв,10.0,районна
Тернопільська,С201120,6100000000,2.1,(Монастириська-Підлісне)-Горожанка ,6.0,районна
Тернопільська,С201121,6100000000,1.1,(Монастириська-Підлісне)-Нова Гута  ,7.0,районна
Тернопільська,С201122,6100000000,2.5,Коропець-Стигла  ,6.5,районна
Тернопільська,С201123,6100000000,1.8,(Бучач -Нижнів)-Світле   ,6.0,районна
Тернопільська,С201124,6100000000,1.0,Вербка-Левентова  ,6.0,районна
Тернопільська,С201125,6100000000,1.5,(Криниця-Маріямпіль)-Сеньків,6.0,районна
Тернопільська,С201201,6100000000,8.8,Романове Село-Колодіївка ,8.0,районна
Тернопільська,С201202,6100000000,29.5,Оріхїовець-Турівка-Красне-Товсте    ,6.0,районна
Тернопільська,С201203,6100000000,16.9,Щаснівка-Медин через Токи ,8.0,районна
Тернопільська,С201204,6100000000,3.6,Гнилиці-Нове Село  ,6.0,районна
Тернопільська,С201205,6100000000,13.0,Хмелиська-Супранівка,8.0,районна
Тернопільська,С201207,6100000000,5.8,Криве-Хоптянка  ,8.0,районна
Тернопільська,С201208,6100000000,12.9,Добромірка-Скорики  ,8.0,районна
Тернопільська,С201209,6100000000,10.8,Криве-Магдалівка  ,7.0,районна
Тернопільська,С201210,6100000000,4.0,Підволочиськ-Супранівка  ,8.0,районна
Тернопільська,С201211,6100000000,5.7,Староміщина-Дорофіївка   ,8.0,районна
Тернопільська,С201212,6100000000,13.1,Терпилівка-Кам’янки,8.0,районна
Тернопільська,С201214,6100000000,4.1,Кошляки-Гнилички   ,8.0,районна
Тернопільська,С201215,6100000000,1.0,Лисичинці-(Збараж-Підволочиськ),8.0,районна
Тернопільська,С201216,6100000000,4.4,Іванівна-Рожиськ ,8.0,районна
Тернопільська,С201217,6100000000,3.6,Фащівка-Тарноруда   ,8.0,районна
Тернопільська,С201218,6100000000,3.2,(Збараж-Підволочиськ)-Староміщина  ,8.0,районна
Тернопільська,С201219,6100000000,2.5,(Збараж-Підволочиськ)-Супранівка ,8.0,районна
Тернопільська,С201220,6100000000,3.0,(Пальчинці-Медин)-Пеньківці,8.0,районна
Тернопільська,С201221,6100000000,3.0,Воробіївка-Просівці  ,7.0,районна
Тернопільська,С201222,6100000000,3.3,Фащівка-Турівка  ,8.0,районна
Тернопільська,С201223,6100000000,7.4,Медин-Кошляки   ,8.0,районна
Тернопільська,С201224,6100000000,4.5,Голошинці-Нове Село   ,8.0,районна
Тернопільська,С201225,6100000000,2.6,Клебанівка-Шевченкове   ,8.0,районна
Тернопільська,С201226,6100000000,3.6,Скалат-Поплави ,8.0,районна
Тернопільська,С201227,6100000000,2.6,Остап’є-Городниця ,7.0,районна
Тернопільська,С201228,6100000000,2.9,Пеньківці-Просівці ,7.0,районна
Тернопільська,С201229,6100000000,2.2,Теклівка-Митниця  ,6.0,районна
Тернопільська,С201230,6100000000,2.2,Поплави-(Криве-Магдалівка),7.0,районна
Тернопільська,С201302,6100000000,24.9,Підгайці - Шумляни   ,8.0,районна
Тернопільська,С201303,6100000000,3.8,(Бережани-Монастириська)-Мирне ,7.0,районна
Тернопільська,С201304,6100000000,19.9,Підгайці-Монастириська  ,9.0,районна
Тернопільська,С201305,6100000000,5.6,Бронгалівка-Михайлівка    ,8.0,районна
Тернопільська,С201306,6100000000,2.4,Волиця-Голгоча   ,8.0,районна
Тернопільська,С201307,6100000000,2.0,Вага-Бронгалівка   ,5.5,районна
Тернопільська,С201308,6100000000,2.4,(Галич-Сатанів)-Білокриниця,6.0,районна
Тернопільська,С201309,6100000000,1.5,(Галич-Сатанів)-Заставче  ,5.0,районна
Тернопільська,С201310,6100000000,7.3,Голгоча-Мозолівка   ,9.0,районна
Тернопільська,С201311,6100000000,3.7,Гнильче-(Галич-Сатанів)  ,8.0,районна
Тернопільська,С201312,6100000000,1.5,Старий Литвинів-Литвинів ,10.0,районна
Тернопільська,С201313,6100000000,3.7,Мужилів-(Бережани-Монастириська)  ,6.0,районна
Тернопільська,С201314,6100000000,1.2,Підгайці-Старе Місто     ,9.0,районна
Тернопільська,С201315,6100000000,2.3,Підгайці-Сільце  ,6.0,районна
Тернопільська,С201316,6100000000,1.0,Підмайстрівка-(Галич-Сатанів),6.0,районна
Тернопільська,С201317,6100000000,2.0,Поплави-(Галич-Сатанів)   ,7.0,районна
Тернопільська,С201318,6100000000,5.5,Сонячне-Поплави    ,8.0,районна
Тернопільська,С201319,6100000000,2.4,Степове-(Сонячне-Поплави),10.0,районна
Тернопільська,С201320,6100000000,1.4,Старе Місто-Загайці     ,6.0,районна
Тернопільська,С201321,6100000000,2.0,Червень-Гнильче  ,8.2,районна
Тернопільська,С201322,6100000000,2.6,Шумляни-Боків    ,9.0,районна
Тернопільська,С201323,6100000000,8.0,Юстинівка-(Галич-Сатанів),7.0,районна
Тернопільська,С201401,6100000000,14.6,Семенів-Ласківці ,8.0,районна
Тернопільська,С201402,6100000000,7.2,Мшанець-Великий Говилів,7.0,районна
Тернопільська,С201403,6100000000,5.5,Деренівка-Долина  ,10.0,районна
Тернопільська,С201404,6100000000,8.8,Вербівці-Ласківці  ,8.0,районна
Тернопільська,С201405,6100000000,8.0,Держдорога М-19 - Кобиловолоки-Долина ,9.0,районна
Тернопільська,С201406,6100000000,10.8,Кровинка-Остальці   ,5.0,районна
Тернопільська,С201407,6100000000,5.4,Романівка-Могильниця,6.0,районна
Тернопільська,С201408,6100000000,7.6,Струсів-Заздрість ,8.0,районна
Тернопільська,С201409,6100000000,8.8,Вишнівчик-Гвардійське ,8.0,районна
Тернопільська,С201410,6100000000,7.7,Микулинці-Дворіччя,13.0,районна
Тернопільська,С201411,6100000000,4.4,Соснів-Маловоди ,8.0,районна
Тернопільська,С201412,6100000000,4.5,(Городище-Зарваниця-Бучач)-Багатківці ,8.0,районна
Тернопільська,С201413,6100000000,4.6,Плебанівка-Підгайчики ,7.0,районна
Тернопільська,С201414,6100000000,3.0,(Галич-Сатанів)-Глещава    ,7.0,районна
Тернопільська,С201415,6100000000,1.8,Семиківці-Бенева  ,7.0,районна
Тернопільська,С201416,6100000000,3.6,Золотники-Бурканів  ,7.0,районна
Тернопільська,С201417,6100000000,6.2,Деренівка-Іванівка    ,8.0,районна
Тернопільська,С201418,6100000000,1.5,Ласківці-Матеушівка   ,9.0,районна
Тернопільська,С201419,6100000000,4.0,Держдорога М-19-Микулинці,6.0,районна
Тернопільська,С201420,6100000000,2.0,Дружба-Налужжя  ,4.7,районна
Тернопільська,С201421,6100000000,6.4,Держдорога Н-18-Різдвяни-Острівець ,5.0,районна
Тернопільська,С201422,6100000000,1.3,(Городище-Зарваниця-Бучач)-Зарваниця ,9.0,районна
Тернопільська,С201423,6100000000,2.4,(Вербівці-Ласківці)-Кульчики,10.0,районна
Тернопільська,С201424,6100000000,1.5,Микулинці-Кривки  ,11.0,районна
Тернопільська,С201425,6100000000,0.8,Семенів-Малів  ,5.0,районна
Тернопільська,С201426,6100000000,1.8,Долина-Слобідка ,9.0,районна
Тернопільська,С201427,6100000000,6.3,Буданів-Папірня   ,9.0,районна
Тернопільська,С201428,6100000000,3.1,(Галич-Сатанів)-Боричівка,7.0,районна
Тернопільська,С201429,6100000000,2.4,Держдорога Н-18-Нова Брикуля ,9.0,районна
Тернопільська,С201430,6100000000,6.8,Семиківці-Маловоди через Підруду  ,10.0,районна
Тернопільська,С201431,6100000000,1.0,(Галич-Сатанів)-Кам’янка  ,9.0,районна
Тернопільська,С201432,6100000000,1.5,(Галич-Сатанів)-Піддубина ,9.0,районна
Тернопільська,С201433,6100000000,6.0,Соснів-Гончарки  ,7.0,районна
Тернопільська,С201434,6100000000,2.1,Держдорога Н-18-Вишеньки,8.0,районна
Тернопільська,С201435,6100000000,1.7,(Деренівка-Іванівка)-Лозівка,5.0,районна
Тернопільська,С201436,6100000000,2.0,Великий Говилів-Малий Говилів   ,7.0,районна
Тернопільська,С201437,6100000000,1.7,(Городище-Зарваниця-Бучач)-Рудка ,8.0,районна
Тернопільська,С201438,6100000000,6.2,Острівець-Семенів  ,7.0,районна
Тернопільська,С201439,6100000000,4.2,Дружба -Держдорога М-19,5.0,районна
Тернопільська,С201440,6100000000,3.1,Соколів-Золотники  ,7.0,районна
Тернопільська,С201441,6100000000,1.3,Вишнівчик-Зарваниця      ,7.0,районна
Тернопільська,С201442,6100000000,2.5,Струсів-Різдв’яни   ,4.7,районна
Тернопільська,С201501,6100000000,23.6,Об’їзна Тернополя-Великий Глибочок-Осташівці ,6.0,районна
Тернопільська,С201502,6100000000,12.8,Товстолуг-Жовтневе  ,8.0,районна
Тернопільська,С201503,6100000000,17.9,(Від М-19-Мишковичі-Дружба)-Мар’янівка,8.0,районна
Тернопільська,С201504,6100000000,26.4,Ігровиця-Дубівці-Смиківці  ,9.0,районна
Тернопільська,С201505,6100000000,9.8,Мишковичі-Скоморохи  ,8.0,районна
Тернопільська,С201506,6100000000,16.1,Держдорога Н-02-Забойки-Драганівка,10.0,районна
Тернопільська,С201507,6100000000,8.5,Велика Березовиця-Буцнів-(Хатки-Мишковичі),10.0,районна
Тернопільська,С201508,6100000000,6.0,Хатки-Мишковичі  ,9.0,районна
Тернопільська,С201509,6100000000,8.4,Грабовець-Скоморохи   ,7.0,районна
Тернопільська,С201510,6100000000,5.1,Плотича-Чистилів-Біла   ,10.0,районна
Тернопільська,С201511,6100000000,17.5,Р-39-Івачів Горішний-Вертелка-Р-39 ,6.0,районна
Тернопільська,С201512,6100000000,4.7,Об’їзна м.Тернополя-Лозова,9.0,районна
Тернопільська,С201513,6100000000,2.6,Держдорога М-19-Острів  ,12.0,районна
Тернопільська,С201514,6100000000,1.6,Об’їзна м.Тернополя-Петриків,7.0,районна
Тернопільська,С201515,6100000000,4.0,(Тернопіль-Жванець)-Великі Бірки   ,11.0,районна
Тернопільська,С201516,6100000000,2.1,Тернопіль-Петриків  ,11.0,районна
Тернопільська,С201517,6100000000,1.4,Товстолуг-Кип’ячка  ,6.0,районна
Тернопільська,С201518,6100000000,3.1,Малий Ходачків-Костянтинівка,10.0,районна
Тернопільська,С201519,6100000000,1.7,Теофілівка-(Грабовець-Скоморохи)   ,7.0,районна
Тернопільська,С201520,6100000000,1.0,Держдорога М-12-Романівка,11.0,районна
Тернопільська,С201521,6100000000,1.0,Держдорога М-12-Ангелівка,11.0,районна
Тернопільська,С201522,6100000000,6.4,Серединки-Буцнів   ,8.0,районна
Тернопільська,С201523,6100000000,0.8,(Від М-19-Мишковичі-Дружба)-Лучка   ,10.0,районна
Тернопільська,С201524,6100000000,1.8,Держдорога М-19- м’ясокомбінат  ,12.0,районна
Тернопільська,С201525,6100000000,0.5,Держдорога М-12- Ступки,8.0,районна
Тернопільська,С201601,6100000000,46.5,Нагірянка - Шупарка         ,7.0,районна
Тернопільська,С201602,6100000000,19.1,Джурин-Попівці  ,8.0,районна
Тернопільська,С201604,6100000000,17.1,Чортків - Більче-Золоте,5.0,районна
Тернопільська,С201605,6100000000,1.1,(Чортків-Більче-Золоте)-Милівці,6.0,районна
Тернопільська,С201606,6100000000,2.0,Сосулівка-Улашківці  ,9.0,районна
Тернопільська,С201607,6100000000,6.1,Стара Ягільниця-Нагірянка ,6.5,районна
Тернопільська,С201608,6100000000,14.9,(Тернопіль-Жванець)-Сокиринці   ,8.0,районна
Тернопільська,С201609,6100000000,9.7,Швайківці-Залісся  ,7.0,районна
Тернопільська,С201610,6100000000,7.3,Бичківці-Ридодуби  ,10.0,районна
Тернопільська,С201611,6100000000,15.0,Пробіжна-Горішня Вигнанка через Пастуше,8.0,районна
Тернопільська,С201612,6100000000,4.7,Косів-Ромашівка  ,8.0,районна
Тернопільська,С201613,6100000000,6.8,Коцюбинчики-Бурдяківці   ,10.0,районна
Тернопільська,С201614,6100000000,5.9,Пастуше-Угринь ,8.0,районна
Тернопільська,С201615,6100000000,21.7,Чортків-(Теребовля-Білобожниця) через Скородинці,8.0,районна
Тернопільська,С201616,6100000000,3.2,(Бучач-Чортків-Скала-Подільська)-Біла     ,8.0,районна
Тернопільська,С201617,6100000000,5.3,Давидківці-Тарнавка  ,6.0,районна
Тернопільська,С201618,6100000000,6.5,Угринь-Залісся  ,3.0,районна
Тернопільська,С201619,6100000000,4.7,Малі Чорнокінці-(Тернопіль-Жванець)   ,8.0,районна
Тернопільська,С201620,6100000000,2.6,Чорнокінецька Воля-Лосяч,6.0,районна
Тернопільська,С201621,6100000000,2.5,Черкавщина-Стара Ягільниця,4.5,районна
Тернопільська,С201622,6100000000,4.3,Горішня Вигнанка-Зелена через Переходи,7.0,районна
Тернопільська,С201623,6100000000,5.0,Зелена-Коцюбинчики   ,9.5,районна
Тернопільська,С201624,6100000000,4.6,Антонів-Свидова ,7.0,районна
Тернопільська,С201625,6100000000,4.5,Скомороше-Звиняч ,6.0,районна
Тернопільська,С201626,6100000000,6.6,Білобожниця-Білий Потік  ,6.0,районна
Тернопільська,С201627,6100000000,2.5,Палашівка-Криволука   ,7.0,районна
Тернопільська,С201628,6100000000,2.6,Джуринська Слобідка-Джурин,8.0,районна
Тернопільська,С201629,6100000000,1.3,Держдорога-М-19-Марилівка,10.0,районна
Тернопільська,С201701,6100000000,4.3,Новостав-Малі Дедеркали   ,7.0,районна
Тернопільська,С201702,6100000000,17.7,Катеринівка-Борсуки   ,11.0,районна
Тернопільська,С201703,6100000000,30.5,Андрушівка-Стіжок   ,6.5,районна
Тернопільська,С201704,6100000000,2.0,(Андрушівка-Стіжок)-Велика Іловиця   ,9.0,районна
Тернопільська,С201705,6100000000,8.9,Шумськ-Кути   ,8.5,районна
Тернопільська,С201706,6100000000,2.5,(Шумськ-Кути)-Літовище  ,8.5,районна
Тернопільська,С201707,6100000000,10.0,Шумськ-Боложівка   ,10.0,районна
Тернопільська,С201708,6100000000,6.5,Садки-Великі Дедеркали    ,7.0,районна
Тернопільська,С201709,6100000000,2.4,Шумськ-Бриків   ,10.0,районна
Тернопільська,С201710,6100000000,9.9,(Острог-Радивилів)- Садки  ,7.0,районна
Тернопільська,С201711,6100000000,5.2,(Кременець-Біла Церква-Ржищів)- Вілія ,7.0,районна
Тернопільська,С201712,6100000000,7.0,(Кременець-Біла Церква- Ржищів)-Темногайці-Великі Загайці    ,9.0,районна
Тернопільська,С201713,6100000000,12.0,Новостав-(Кременець-Біла Церква-Ржищів),6.5,районна
Тернопільська,С201714,6100000000,1.8,(Острог-Радивилів)- Людвище,9.0,районна
Тернопільська,С201715,6100000000,3.0,(Острог-Радивилів)- Цеценівка,12.0,районна
Тернопільська,С201716,6100000000,10.7,Піщатинці-Якимівці ч/з Гриньківці  ,8.0,районна
Тернопільська,С201717,6100000000,4.0,(Шумськ-Білокриниця)-Залісці,10.0,районна
Тернопільська,С201718,6100000000,8.0,Рохманів-(Острог-Радивилів),9.0,районна
Тернопільська,С201719,6100000000,0.9,(Острог-Радивилів)-Соснівка,9.0,районна
Тернопільська,С201720,6100000000,3.6,(Великі Дедеркали-Ямпіль)-Шкроботівка   ,9.0,районна
Тернопільська,С201721,6100000000,2.5,(Кременець-Біла Церква-Ржищів)-Матвіївці,10.0,районна
Тернопільська,С201722,6100000000,2.5,Мізюринці-Радошівка   ,10.0,районна
Тернопільська,С201723,6100000000,2.5,(Острог-Радивилів)- Вілія  ,10.0,районна
Тернопільська,С201724,6100000000,3.6,Сураж-Онишківці   ,9.0,районна
Тернопільська,С201726,6100000000,4.0,Андрушівка-Переморівка   ,6.0,районна
Тернопільська,С201727,6100000000,1.4,(Андрушівка-Стіжок)-Руська Гута  ,6.0,районна
Тернопільська,С201728,6100000000,2.3,(Андрушівка-Стіжок)-Антонівці    ,8.5,районна
Тернопільська,С201729,6100000000,3.2,Літовище-Сошище  ,8.0,районна
Тернопільська,С201730,6100000000,4.0,Бриків-Коновиця   ,8.0,районна
Тернопільська,С201731,6100000000,3.6,Великі Загайці-Тури ч/з Малі Загайці  ,8.0,районна
Тернопільська,С201732,6100000000,2.5,Тилявка-Одерадівка  ,12.0,районна
Тернопільська,С201733,6100000000,2.5,Новосілка-Тетильківці    ,10.0,районна
Тернопільська,С201734,6100000000,4.0,((Шумськ-Білокриниця)-Залісці)-Забара  ,7.0,районна
Тернопільська,С201735,6100000000,1.4,(Шумськ-Білокриниця)-Обич,9.0,районна
Тернопільська,С201736,6100000000,2.5,(Шумськ-Білокриниця)-Залужжя   ,9.0,районна
Тернопільська,С201737,6100000000,6.1,(Острог-Радивилів) -(Шумськ- Кути) через Малі Садки ,7.0,районна
Тернопільська,С201738,6100000000,3.1,Тилявка-Башківці  ,7.0,районна
Тернопільська,С201739,6100000000,1.1,Підгайці-Кудлаївка  ,10.0,районна
Тернопільська,С201740,6100000000,1.8,(Острог-Радивилів)-Круголець,11.0,районна
Тернопільська,С201741,6100000000,1.0,(Острог-Радивилів)-Ходаки,8.0,районна
Тернопільська,С201742,6100000000,3.9,Соснівка-Новостав    ,7.0,районна
Харківська,О210102,6300000000,21.0,Балаклія - Бригадирівка ,6.0,обласна
Харківська,О210103,6300000000,40.2,Балаклія - Яковенкове,6.0,обласна
Харківська,О210206,6300000000,10.7,Барвінкове - Гусарівка на Слов'янськ ,6.0,обласна
Харківська,О210207,6300000000,8.7,Барвінкове - Олександрівка - кордон області ,6.0,обласна
Харківська,О210308,6300000000,39.3,Близнюки - Миколаївка Друга - кордон області ,6.0,обласна
Харківська,О210309,6300000000,29.2,Близнюки - Верхня Самара - Добровілля,6.0,обласна
Харківська,О210410,6300000000,28.0,Богодухів - Сінне - Братениця,6.0,обласна
Харківська,О210411,6300000000,11.4,Богодухів - Павлівка - Гути ,6.0,обласна
Харківська,О210412,6300000000,19.3,Богодухів - Валки - Нова Водолага,6.0,обласна
Харківська,О210413,6300000000,9.3,Богодухів - Сінне (горой),6.0,обласна
Харківська,О210515,6300000000,17.7,Борова - Першотравневе на Сватове,6.0,обласна
Харківська,О210516,6300000000,30.2,Борова - Дружелюбівка на Червоний Лиман,6.0,обласна
Харківська,О210517,6300000000,17.4,Борова - Піски-Радьківські на Червоний Лиман,6.0,обласна
Харківська,О210612,6300000000,27.7,Богодухів - Валки - Нова Водолага,6.0,обласна
Харківська,О210618,6300000000,22.5,Валки - Мельникове - Миколо-Комишувата - /М-18/,6.0,обласна
Харківська,О210619,6300000000,20.6,Валки - Пархомівка,6.0,обласна
Харківська,О210620,6300000000,31.1,Коломак - Огульці,6.0,обласна
Харківська,О210721,6300000000,18.8,Великий Бурлук - Григорівка - Обухівка - Дворічна,6.0,обласна
Харківська,О210722,6300000000,15.0,Великий Бурлук - Хатнє,6.0,обласна
Харківська,О210723,6300000000,16.0,Старий Салтів - Приколотне ,6.0,обласна
Харківська,О210823,6300000000,24.6,Старий Салтів - Приколотне ,6.0,обласна
Харківська,О210825,6300000000,37.2,Вовчанськ - Землянки ,6.0,обласна
Харківська,О210921,6300000000,24.1,Великий Бурлук - Григорівка - Обухівка - Дворічна,6.0,обласна
Харківська,О211027,6300000000,19.6,Дергачі - Дворічний Кут ,6.0,обласна
Харківська,О211028,6300000000,7.7,Золочів - Козача Лопань,6.0,обласна
Харківська,О211131,6300000000,25.6,Красноград - Письмаківка - Рунівщина,6.0,обласна
Харківська,О211132,6300000000,8.1,Сахновщина - Великі Бучки - /М-18/,6.0,обласна
Харківська,О211133,6300000000,19.7,Зачепилівка - Рунівщина - Зарічне ,6.0,обласна
Харківська,О211234,6300000000,35.3,/Н-26/ - Стара Гнилиця - Лиман - Нижній Бишкин ,6.0,обласна
Харківська,О211235,6300000000,14.6,Зміїв - Таранівка,6.0,обласна
Харківська,О211328,6300000000,16.5,Золочів - Козача Лопань,6.0,обласна
Харківська,О211336,6300000000,26.9,Золочів - Уди - Одноробівка,6.0,обласна
Харківська,О211437,6300000000,14.6,Ізюм - Оскіл ,6.0,обласна
Харківська,О211539,6300000000,11.2,Нова Водолага - Медведівка  - Соснівка - Наталине ,6.0,обласна
Харківська,О211620,6300000000,9.1,Коломак - Огульці,6.0,обласна
Харківська,О211718,6300000000,14.1,Валки - Мельникове - Миколо - Комишувата - /М-18/,6.0,обласна
Харківська,О211731,6300000000,8.7,Красноград - Письмаківка - Рунівщина ,6.0,обласна
Харківська,О211739,6300000000,23.4,Нова Водолага - Медведівка  - Соснівка - Наталине ,6.0,обласна
